CWE_ID,Name,Description,URL
1357,Reliance on Insufficiently Trustworthy Component,"The product is built from multiple separate components, but it uses a component that is not sufficiently trusted to meet expectations for security, reliability, updateability, and maintainability.",https://cwe.mitre.org/data/definitions/1357.html
1384,Improper Handling of Physical or Environmental Conditions,The product does not properly handle unexpected physical or environmental conditions that occur naturally or are artificially induced.,https://cwe.mitre.org/data/definitions/1384.html
1385,Missing Origin Validation in WebSockets,"The product uses a WebSocket, but it does not properly verify that the source of data or communication is valid.",https://cwe.mitre.org/data/definitions/1385.html
1386,Insecure Operation on Windows Junction / Mount Point,"The product opens a file or directory, but it does not properly prevent the name from being associated with a junction or mount point to a destination that is outside of the intended control sphere.",https://cwe.mitre.org/data/definitions/1386.html
1389,Incorrect Parsing of Numbers with Different Radices,"The product parses numeric input assuming base 10 (decimal) values, but it does not account for inputs that use a different base number (radix).",https://cwe.mitre.org/data/definitions/1389.html
1390,Weak Authentication,"The product uses an authentication mechanism to restrict access to specific users or identities, but the mechanism does not sufficiently prove that the claimed identity is correct.",https://cwe.mitre.org/data/definitions/1390.html
1391,Use of Weak Credentials,"The product uses weak credentials (such as a default key or hard-coded password) that can be calculated, derived, reused, or guessed by an attacker.",https://cwe.mitre.org/data/definitions/1391.html
1392,Use of Default Credentials,The product uses default credentials (such as passwords or cryptographic keys) for potentially critical functionality.,https://cwe.mitre.org/data/definitions/1392.html
1393,Use of Default Password,The product uses default passwords for potentially critical functionality.,https://cwe.mitre.org/data/definitions/1393.html
1394,Use of Default Cryptographic Key,The product uses a default cryptographic key for potentially critical functionality.,https://cwe.mitre.org/data/definitions/1394.html
1395,Dependency on Vulnerable Third-Party Component,The product has a dependency on a third-party component that contains one or more known vulnerabilities.,https://cwe.mitre.org/data/definitions/1395.html
14,Compiler Removal of Code to Clear Buffers,"Sensitive memory is cleared according to the source code, but compiler optimizations leave the memory untouched when it is not read from again, aka ""dead store removal.""",https://cwe.mitre.org/data/definitions/14.html
140,Improper Neutralization of Delimiters,The product does not neutralize or incorrectly neutralizes delimiters.,https://cwe.mitre.org/data/definitions/140.html
141,Improper Neutralization of Parameter/Argument Delimiters,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as parameter or argument delimiters when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/141.html
1419,Incorrect Initialization of Resource,"The product attempts to initialize a resource but does not correctly do so, which might leave the resource in an unexpected, incorrect, or insecure state when it is accessed.",https://cwe.mitre.org/data/definitions/1419.html
142,Improper Neutralization of Value Delimiters,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as value delimiters when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/142.html
1420,Exposure of Sensitive Information during Transient Execution,"A processor event or prediction may allow incorrect operations (or correct operations with incorrect data) to execute transiently, potentially exposing data over a covert channel.",https://cwe.mitre.org/data/definitions/1420.html
1421,Exposure of Sensitive Information in Shared Microarchitectural Structures during Transient Execution,"A processor event may allow transient operations to access 			architecturally restricted data (for example, in another address 			space) in a shared microarchitectural structure (for example, a CPU 			cache), potentially exposing the data over a covert channel.",https://cwe.mitre.org/data/definitions/1421.html
1422,Exposure of Sensitive Information caused by Incorrect Data Forwarding during Transient Execution,"A processor event or prediction may allow incorrect or stale data to 		  be forwarded to transient operations, potentially exposing data over a 		  covert channel.",https://cwe.mitre.org/data/definitions/1422.html
1423,Exposure of Sensitive Information caused by Shared Microarchitectural Predictor State that Influences Transient Execution,"Shared microarchitectural predictor state may allow code to influence 				transient execution across a hardware boundary, potentially exposing 				data that is accessible beyond the boundary over a covert channel.",https://cwe.mitre.org/data/definitions/1423.html
1427,Improper Neutralization of Input Used for LLM Prompting,"The product uses externally-provided data to build prompts provided to large language models (LLMs), but the way these prompts are constructed causes the LLM to fail to distinguish between user-supplied inputs and developer provided system directives.",https://cwe.mitre.org/data/definitions/1427.html
1428,Reliance on HTTP instead of HTTPS,The product provides or relies on use of HTTP communications when HTTPS is available.,https://cwe.mitre.org/data/definitions/1428.html
1429,Missing Security-Relevant Feedback for Unexecuted Operations in Hardware Interface,"The product has a hardware interface that silently discards operations 			in situations for which feedback would be security-relevant, such as 			the timely detection of failures or attacks.",https://cwe.mitre.org/data/definitions/1429.html
143,Improper Neutralization of Record Delimiters,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as record delimiters when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/143.html
1431,Driving Intermediate Cryptographic State/Results to Hardware Module Outputs,The product uses a hardware module implementing a cryptographic 		  algorithm that writes sensitive information about the intermediate 		  state or results of its cryptographic operations via one of its output 		  wires (typically the output port containing the final result).,https://cwe.mitre.org/data/definitions/1431.html
1434,Insecure Setting of Generative AI/ML Model Inference Parameters,The product has a component that relies on a 	  generative AI/ML model configured with inference parameters that 	  produce an unacceptably high rate of erroneous or unexpected 	  outputs.,https://cwe.mitre.org/data/definitions/1434.html
144,Improper Neutralization of Line Delimiters,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as line delimiters when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/144.html
145,Improper Neutralization of Section Delimiters,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as section delimiters when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/145.html
146,Improper Neutralization of Expression/Command Delimiters,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as expression or command delimiters when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/146.html
147,Improper Neutralization of Input Terminators,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as input terminators when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/147.html
148,Improper Neutralization of Input Leaders,"The product does not properly handle when a leading character or sequence (""leader"") is missing or malformed, or if multiple leaders are used when only one should be allowed.",https://cwe.mitre.org/data/definitions/148.html
149,Improper Neutralization of Quoting Syntax,"Quotes injected into a product can be used to compromise a system. As data are parsed, an injected/absent/duplicate/malformed use of quotes may cause the process to take unexpected actions.",https://cwe.mitre.org/data/definitions/149.html
15,External Control of System or Configuration Setting,One or more system settings or configuration elements can be externally controlled by a user.,https://cwe.mitre.org/data/definitions/15.html
150,"Improper Neutralization of Escape, Meta, or Control Sequences","The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as escape, meta, or control character sequences when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/150.html
151,Improper Neutralization of Comment Delimiters,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as comment delimiters when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/151.html
152,Improper Neutralization of Macro Symbols,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as macro symbols when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/152.html
153,Improper Neutralization of Substitution Characters,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as substitution characters when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/153.html
154,Improper Neutralization of Variable Name Delimiters,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as variable name delimiters when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/154.html
155,Improper Neutralization of Wildcards or Matching Symbols,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as wildcards or matching symbols when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/155.html
156,Improper Neutralization of Whitespace,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as whitespace when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/156.html
157,Failure to Sanitize Paired Delimiters,"The product does not properly handle the characters that are used to mark the beginning and ending of a group of entities, such as parentheses, brackets, and braces.",https://cwe.mitre.org/data/definitions/157.html
158,Improper Neutralization of Null Byte or NUL Character,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes NUL characters or null bytes when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/158.html
159,Improper Handling of Invalid Use of Special Elements,"The product does not properly filter, remove, quote, or otherwise manage the invalid use of special elements in user-controlled input, which could cause adverse effect on its behavior and integrity.",https://cwe.mitre.org/data/definitions/159.html
160,Improper Neutralization of Leading Special Elements,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes leading special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/160.html
161,Improper Neutralization of Multiple Leading Special Elements,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple leading special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/161.html
162,Improper Neutralization of Trailing Special Elements,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes trailing special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/162.html
163,Improper Neutralization of Multiple Trailing Special Elements,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple trailing special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/163.html
164,Improper Neutralization of Internal Special Elements,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes internal special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/164.html
165,Improper Neutralization of Multiple Internal Special Elements,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple internal special elements that could be interpreted in unexpected ways when they are sent to a downstream component.",https://cwe.mitre.org/data/definitions/165.html
166,Improper Handling of Missing Special Element,"The product receives input from an upstream component, but it does not handle or incorrectly handles when an expected special element is missing.",https://cwe.mitre.org/data/definitions/166.html
167,Improper Handling of Additional Special Element,"The product receives input from an upstream component, but it does not handle or incorrectly handles when an additional unexpected special element is provided.",https://cwe.mitre.org/data/definitions/167.html
168,Improper Handling of Inconsistent Special Elements,The product does not properly handle input in which an inconsistency exists between two or more special characters or reserved words.,https://cwe.mitre.org/data/definitions/168.html
170,Improper Null Termination,The product does not terminate or incorrectly terminates a string or array with a null character or equivalent terminator.,https://cwe.mitre.org/data/definitions/170.html
172,Encoding Error,"The product does not properly encode or decode the data, resulting in unexpected values.",https://cwe.mitre.org/data/definitions/172.html
173,Improper Handling of Alternate Encoding,The product does not properly handle when an input uses an alternate encoding that is valid for the control sphere to which the input is being sent.,https://cwe.mitre.org/data/definitions/173.html
174,Double Decoding of the Same Data,"The product decodes the same input twice, which can limit the effectiveness of any protection mechanism that occurs in between the decoding operations.",https://cwe.mitre.org/data/definitions/174.html
175,Improper Handling of Mixed Encoding,The product does not properly handle when the same input uses several different (mixed) encodings.,https://cwe.mitre.org/data/definitions/175.html
176,Improper Handling of Unicode Encoding,The product does not properly handle when an input contains Unicode encoding.,https://cwe.mitre.org/data/definitions/176.html
177,Improper Handling of URL Encoding (Hex Encoding),The product does not properly handle when all or part of an input has been URL encoded.,https://cwe.mitre.org/data/definitions/177.html
178,Improper Handling of Case Sensitivity,"The product does not properly account for differences in case sensitivity when accessing or determining the properties of a resource, leading to inconsistent results.",https://cwe.mitre.org/data/definitions/178.html
179,Incorrect Behavior Order: Early Validation,"The product validates input before applying protection mechanisms that modify the input, which could allow an attacker to bypass the validation via dangerous inputs that only arise after the modification.",https://cwe.mitre.org/data/definitions/179.html
180,Incorrect Behavior Order: Validate Before Canonicalize,"The product validates input before it is canonicalized, which prevents the product from detecting data that becomes invalid after the canonicalization step.",https://cwe.mitre.org/data/definitions/180.html
181,Incorrect Behavior Order: Validate Before Filter,"The product validates data before it has been filtered, which prevents the product from detecting data that becomes invalid after the filtering step.",https://cwe.mitre.org/data/definitions/181.html
182,Collapse of Data into Unsafe Value,"The product filters data in a way that causes it to be reduced or ""collapsed"" into an unsafe value that violates an expected security property.",https://cwe.mitre.org/data/definitions/182.html
183,Permissive List of Allowed Inputs,"The product implements a protection mechanism that relies on a list of inputs (or properties of inputs) that are explicitly allowed by policy because the inputs are assumed to be safe, but the list is too permissive - that is, it allows an input that is unsafe, leading to resultant weaknesses.",https://cwe.mitre.org/data/definitions/183.html
184,Incomplete List of Disallowed Inputs,"The product implements a protection mechanism that relies on a list of inputs (or properties of inputs) that are not allowed by policy or otherwise require other action to neutralize before additional processing takes place, but the list is incomplete.",https://cwe.mitre.org/data/definitions/184.html
185,Incorrect Regular Expression,The product specifies a regular expression in a way that causes data to be improperly matched or compared.,https://cwe.mitre.org/data/definitions/185.html
186,Overly Restrictive Regular Expression,"A regular expression is overly restrictive, which prevents dangerous values from being detected.",https://cwe.mitre.org/data/definitions/186.html
187,Partial String Comparison,"The product performs a comparison that only examines a portion of a factor before determining whether there is a match, such as a substring, leading to resultant weaknesses.",https://cwe.mitre.org/data/definitions/187.html
188,Reliance on Data/Memory Layout,"The product makes invalid assumptions about how protocol data or memory is organized at a lower level, resulting in unintended program behavior.",https://cwe.mitre.org/data/definitions/188.html
190,Integer Overflow or Wraparound,"The product performs a calculation that can          produce an integer overflow or wraparound when the logic          assumes that the resulting value will always be larger than          the original value. This occurs when an integer value is          incremented to a value that is too large to store in the          associated representation. When this occurs, the value may          become a very small or negative number.",https://cwe.mitre.org/data/definitions/190.html
191,Integer Underflow (Wrap or Wraparound),"The product subtracts one value from another, such that the result is less than the minimum allowable integer value, which produces a value that is not equal to the correct result.",https://cwe.mitre.org/data/definitions/191.html
192,Integer Coercion Error,"Integer coercion refers to a set of flaws pertaining to the type casting, extension, or truncation of primitive data types.",https://cwe.mitre.org/data/definitions/192.html
193,Off-by-one Error,"A product calculates or uses an incorrect maximum or minimum value that is 1 more, or 1 less, than the correct value.",https://cwe.mitre.org/data/definitions/193.html
194,Unexpected Sign Extension,"The product performs an operation on a number that causes it to be sign extended when it is transformed into a larger data type. When the original number is negative, this can produce unexpected values that lead to resultant weaknesses.",https://cwe.mitre.org/data/definitions/194.html
195,Signed to Unsigned Conversion Error,"The product uses a signed primitive and performs a cast to an unsigned primitive, which can produce an unexpected value if the value of the signed primitive can not be represented using an unsigned primitive.",https://cwe.mitre.org/data/definitions/195.html
196,Unsigned to Signed Conversion Error,"The product uses an unsigned primitive and performs a cast to a signed primitive, which can produce an unexpected value if the value of the unsigned primitive can not be represented using a signed primitive.",https://cwe.mitre.org/data/definitions/196.html
197,Numeric Truncation Error,Truncation errors occur when a primitive is cast to a primitive of a smaller size and data is lost in the conversion.,https://cwe.mitre.org/data/definitions/197.html
198,Use of Incorrect Byte Ordering,"The product receives input from an upstream component, but it does not account for byte ordering (e.g. big-endian and little-endian) when processing the input, causing an incorrect number or value to be used.",https://cwe.mitre.org/data/definitions/198.html
201,Insertion of Sensitive Information Into Sent Data,"The code transmits data to another actor, but a portion of the data includes sensitive information that should not be accessible to that actor.",https://cwe.mitre.org/data/definitions/201.html
202,Exposure of Sensitive Information Through Data Queries,"When trying to keep information confidential, an attacker can often infer some of the information by using statistics.",https://cwe.mitre.org/data/definitions/202.html
203,Observable Discrepancy,"The product behaves differently or sends different responses under different circumstances in a way that is observable to an unauthorized actor, which exposes security-relevant information about the state of the product, such as whether a particular operation was successful or not.",https://cwe.mitre.org/data/definitions/203.html
204,Observable Response Discrepancy,The product provides different responses to incoming requests in a way that reveals internal state information to an unauthorized actor outside of the intended control sphere.,https://cwe.mitre.org/data/definitions/204.html
205,Observable Behavioral Discrepancy,"The product's behaviors indicate important differences that may be observed by unauthorized actors in a way that reveals (1) its internal state or decision process, or (2) differences from other products with equivalent functionality.",https://cwe.mitre.org/data/definitions/205.html
206,Observable Internal Behavioral Discrepancy,"The product performs multiple behaviors that are combined to produce a single result, but the individual behaviors are observable separately in a way that allows attackers to reveal internal state or internal decision points.",https://cwe.mitre.org/data/definitions/206.html
207,Observable Behavioral Discrepancy With Equivalent Products,"The product operates in an environment in which its existence or specific identity should not be known, but it behaves differently than other products with equivalent functionality, in a way that is observable to an attacker.",https://cwe.mitre.org/data/definitions/207.html
208,Observable Timing Discrepancy,"Two separate operations in a product require different amounts of time to complete, in a way that is observable to an actor and reveals security-relevant information about the state of the product, such as whether a particular operation was successful or not.",https://cwe.mitre.org/data/definitions/208.html
209,Generation of Error Message Containing Sensitive Information,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",https://cwe.mitre.org/data/definitions/209.html
210,Self-generated Error Message Containing Sensitive Information,The product identifies an error condition and creates its own diagnostic or error messages that contain sensitive information.,https://cwe.mitre.org/data/definitions/210.html
211,Externally-Generated Error Message Containing Sensitive Information,"The product performs an operation that triggers an external diagnostic or error message that is not directly generated or controlled by the product, such as an error generated by the programming language interpreter that a software application uses. The error can contain sensitive system information.",https://cwe.mitre.org/data/definitions/211.html
212,Improper Removal of Sensitive Information Before Storage or Transfer,"The product stores, transfers, or shares a resource that contains sensitive information, but it does not properly remove that information before the product makes the resource available to unauthorized actors.",https://cwe.mitre.org/data/definitions/212.html
213,Exposure of Sensitive Information Due to Incompatible Policies,"The product's intended functionality exposes information to certain actors in accordance with the developer's security policy, but this information is regarded as sensitive according to the intended security policies of other stakeholders such as the product's administrator, users, or others whose information is being processed.",https://cwe.mitre.org/data/definitions/213.html
214,Invocation of Process Using Visible Sensitive Information,"A process is invoked with sensitive command-line arguments, environment variables, or other elements that can be seen by other processes on the operating system.",https://cwe.mitre.org/data/definitions/214.html
215,Insertion of Sensitive Information Into Debugging Code,"The product inserts sensitive information into debugging code, which could expose this information if the debugging code is not disabled in production.",https://cwe.mitre.org/data/definitions/215.html
219,Storage of File with Sensitive Data Under Web Root,"The product stores sensitive data under the web document root with insufficient access control, which might make it accessible to untrusted parties.",https://cwe.mitre.org/data/definitions/219.html
22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",https://cwe.mitre.org/data/definitions/22.html
220,Storage of File With Sensitive Data Under FTP Root,"The product stores sensitive data under the FTP server root with insufficient access control, which might make it accessible to untrusted parties.",https://cwe.mitre.org/data/definitions/220.html
221,Information Loss or Omission,"The product does not record, or improperly records, security-relevant information that leads to an incorrect decision or hampers later analysis.",https://cwe.mitre.org/data/definitions/221.html
222,Truncation of Security-relevant Information,"The product truncates the display, recording, or processing of security-relevant information in a way that can obscure the source or nature of an attack.",https://cwe.mitre.org/data/definitions/222.html
223,Omission of Security-relevant Information,"The product does not record or display information that would be important for identifying the source or nature of an attack, or determining if an action is safe.",https://cwe.mitre.org/data/definitions/223.html
224,Obscured Security-relevant Information by Alternate Name,"The product records security-relevant information according to an alternate name of the affected entity, instead of the canonical name.",https://cwe.mitre.org/data/definitions/224.html
226,Sensitive Information in Resource Not Removed Before Reuse,"The product releases a resource such as memory or a file so that it can be made available for reuse, but it does not clear or ""zeroize"" the information contained in the resource before the product performs a critical state transition or makes the resource available for reuse by other entities.",https://cwe.mitre.org/data/definitions/226.html
228,Improper Handling of Syntactically Invalid Structure,The product does not handle or incorrectly handles input that is not syntactically well-formed with respect to the associated specification.,https://cwe.mitre.org/data/definitions/228.html
229,Improper Handling of Values,"The product does not properly handle when the expected number of values for parameters, fields, or arguments is not provided in input, or if those values are undefined.",https://cwe.mitre.org/data/definitions/229.html
23,Relative Path Traversal,"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize sequences such as "".."" that can resolve to a location that is outside of that directory.",https://cwe.mitre.org/data/definitions/23.html
230,Improper Handling of Missing Values,"The product does not handle or incorrectly handles when a parameter, field, or argument name is specified, but the associated value is missing, i.e. it is empty, blank, or null.",https://cwe.mitre.org/data/definitions/230.html
231,Improper Handling of Extra Values,The product does not handle or incorrectly handles when more values are provided than expected.,https://cwe.mitre.org/data/definitions/231.html
232,Improper Handling of Undefined Values,"The product does not handle or incorrectly handles when a value is not defined or supported for the associated parameter, field, or argument name.",https://cwe.mitre.org/data/definitions/232.html
233,Improper Handling of Parameters,"The product does not properly handle when the expected number of parameters, fields, or arguments is not provided in input, or if those parameters are undefined.",https://cwe.mitre.org/data/definitions/233.html
235,Improper Handling of Extra Parameters,"The product does not handle or incorrectly handles when the number of parameters, fields, or arguments with the same name exceeds the expected amount.",https://cwe.mitre.org/data/definitions/235.html
236,Improper Handling of Undefined Parameters,"The product does not handle or incorrectly handles when a particular parameter, field, or argument name is not defined or supported by the product.",https://cwe.mitre.org/data/definitions/236.html
237,Improper Handling of Structural Elements,The product does not handle or incorrectly handles inputs that are related to complex structures.,https://cwe.mitre.org/data/definitions/237.html
238,Improper Handling of Incomplete Structural Elements,The product does not handle or incorrectly handles when a particular structural element is not completely specified.,https://cwe.mitre.org/data/definitions/238.html
239,Failure to Handle Incomplete Element,The product does not properly handle when a particular element is not completely specified.,https://cwe.mitre.org/data/definitions/239.html
24,Path Traversal: '../filedir',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""../"" sequences that can resolve to a location that is outside of that directory.",https://cwe.mitre.org/data/definitions/24.html
240,Improper Handling of Inconsistent Structural Elements,"The product does not handle or incorrectly handles when two or more structural elements should be consistent, but are not.",https://cwe.mitre.org/data/definitions/240.html
241,Improper Handling of Unexpected Data Type,"The product does not handle or incorrectly handles when a particular element is not the expected type, e.g. it expects a digit (0-9) but is provided with a letter (A-Z).",https://cwe.mitre.org/data/definitions/241.html
242,Use of Inherently Dangerous Function,The product calls a function that can never be guaranteed to work safely.,https://cwe.mitre.org/data/definitions/242.html
243,Creation of chroot Jail Without Changing Working Directory,"The product uses the chroot() system call to create a jail, but does not change the working directory afterward. This does not prevent access to files outside of the jail.",https://cwe.mitre.org/data/definitions/243.html
244,Improper Clearing of Heap Memory Before Release ('Heap Inspection'),"Using realloc() to resize buffers that store sensitive information can leave the sensitive information exposed to attack, because it is not removed from memory.",https://cwe.mitre.org/data/definitions/244.html
245,J2EE Bad Practices: Direct Management of Connections,"The J2EE application directly manages connections, instead of using the container's connection management facilities.",https://cwe.mitre.org/data/definitions/245.html
246,J2EE Bad Practices: Direct Use of Sockets,The J2EE application directly uses sockets instead of using framework method calls.,https://cwe.mitre.org/data/definitions/246.html
248,Uncaught Exception,"An exception is thrown from a function, but it is not caught.",https://cwe.mitre.org/data/definitions/248.html
25,Path Traversal: '/../filedir',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""/../"" sequences that can resolve to a location that is outside of that directory.",https://cwe.mitre.org/data/definitions/25.html
250,Execution with Unnecessary Privileges,"The product performs an operation at a privilege level that is higher than the minimum level required, which creates new weaknesses or amplifies the consequences of other weaknesses.",https://cwe.mitre.org/data/definitions/250.html
252,Unchecked Return Value,"The product does not check the return value from a method or function, which can prevent it from detecting unexpected states and conditions.",https://cwe.mitre.org/data/definitions/252.html
253,Incorrect Check of Function Return Value,"The product incorrectly checks a return value from a function, which prevents it from detecting errors or exceptional conditions.",https://cwe.mitre.org/data/definitions/253.html
256,Plaintext Storage of a Password,The product stores a password in plaintext within resources such as memory or files.,https://cwe.mitre.org/data/definitions/256.html
257,Storing Passwords in a Recoverable Format,"The storage of passwords in a recoverable format makes them subject to password reuse attacks by malicious users. In fact, it should be noted that recoverable encrypted passwords provide no significant benefit over plaintext passwords since they are subject not only to reuse by malicious attackers but also by malicious insiders. If a system administrator can recover a password directly, or use a brute force search on the available information, the administrator can use the password on other accounts.",https://cwe.mitre.org/data/definitions/257.html
258,Empty Password in Configuration File,Using an empty string as a password is insecure.,https://cwe.mitre.org/data/definitions/258.html
259,Use of Hard-coded Password,"The product contains a hard-coded password, which it uses for its own inbound authentication or for outbound communication to external components.",https://cwe.mitre.org/data/definitions/259.html
26,Path Traversal: '/dir/../filename',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""/dir/../filename"" sequences that can resolve to a location that is outside of that directory.",https://cwe.mitre.org/data/definitions/26.html
260,Password in Configuration File,The product stores a password in a configuration file that might be accessible to actors who do not know the password.,https://cwe.mitre.org/data/definitions/260.html
261,Weak Encoding for Password,Obscuring a password with a trivial encoding does not protect the password.,https://cwe.mitre.org/data/definitions/261.html
262,Not Using Password Aging,The product does not have a mechanism in place for managing password aging.,https://cwe.mitre.org/data/definitions/262.html
266,Incorrect Privilege Assignment,"A product incorrectly assigns a privilege to a particular actor, creating an unintended sphere of control for that actor.",https://cwe.mitre.org/data/definitions/266.html
267,Privilege Defined With Unsafe Actions,"A particular privilege, role, capability, or right can be used to perform unsafe actions that were not intended, even when it is assigned to the correct entity.",https://cwe.mitre.org/data/definitions/267.html
268,Privilege Chaining,"Two distinct privileges, roles, capabilities, or rights can be combined in a way that allows an entity to perform unsafe actions that would not be allowed without that combination.",https://cwe.mitre.org/data/definitions/268.html
27,Path Traversal: 'dir/../../filename',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize multiple internal ""../"" sequences that can resolve to a location that is outside of that directory.",https://cwe.mitre.org/data/definitions/27.html
270,Privilege Context Switching Error,The product does not properly manage privileges while it is switching between different contexts that have different privileges or spheres of control.,https://cwe.mitre.org/data/definitions/270.html
271,Privilege Dropping / Lowering Errors,The product does not drop privileges before passing control of a resource to an actor that does not have those privileges.,https://cwe.mitre.org/data/definitions/271.html
272,Least Privilege Violation,The elevated privilege level required to perform operations such as chroot() should be dropped immediately after the operation is performed.,https://cwe.mitre.org/data/definitions/272.html
273,Improper Check for Dropped Privileges,The product attempts to drop privileges but does not check or incorrectly checks to see if the drop succeeded.,https://cwe.mitre.org/data/definitions/273.html
276,Incorrect Default Permissions,"During installation, installed file permissions are set to allow anyone to modify those files.",https://cwe.mitre.org/data/definitions/276.html
277,Insecure Inherited Permissions,A product defines a set of insecure permissions that are inherited by objects that are created by the program.,https://cwe.mitre.org/data/definitions/277.html
278,Insecure Preserved Inherited Permissions,"A product inherits a set of insecure permissions for an object, e.g. when copying from an archive file, without user awareness or involvement.",https://cwe.mitre.org/data/definitions/278.html
279,Incorrect Execution-Assigned Permissions,"While it is executing, the product sets the permissions of an object in a way that violates the intended permissions that have been specified by the user.",https://cwe.mitre.org/data/definitions/279.html
28,Path Traversal: '..\filedir',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""..\"" sequences that can resolve to a location that is outside of that directory.",https://cwe.mitre.org/data/definitions/28.html
280,Improper Handling of Insufficient Permissions or Privileges,The product does not handle or incorrectly handles when it has insufficient privileges to access resources or functionality as specified by their permissions. This may cause it to follow unexpected code paths that may leave the product in an invalid state.,https://cwe.mitre.org/data/definitions/280.html
281,Improper Preservation of Permissions,"The product does not preserve permissions or incorrectly preserves permissions when copying, restoring, or sharing objects, which can cause them to have less restrictive permissions than intended.",https://cwe.mitre.org/data/definitions/281.html
282,Improper Ownership Management,"The product assigns the wrong ownership, or does not properly verify the ownership, of an object or resource.",https://cwe.mitre.org/data/definitions/282.html
283,Unverified Ownership,The product does not properly verify that a critical resource is owned by the proper entity.,https://cwe.mitre.org/data/definitions/283.html
286,Incorrect User Management,The product does not properly manage a user within its environment.,https://cwe.mitre.org/data/definitions/286.html
288,Authentication Bypass Using an Alternate Path or Channel,"The product requires authentication, but the product has an alternate path or channel that does not require authentication.",https://cwe.mitre.org/data/definitions/288.html
289,Authentication Bypass by Alternate Name,"The product performs authentication based on the name of a resource being accessed, or the name of the actor performing the access, but it does not properly check all possible names for that resource or actor.",https://cwe.mitre.org/data/definitions/289.html
29,Path Traversal: '\..\filename',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\..\filename' (leading backslash dot dot) sequences that can resolve to a location that is outside of that directory.",https://cwe.mitre.org/data/definitions/29.html
